site,week_start,log10_conc,z_before_ingest,ewma_before,n_obs_before
Newtown St Boswell,2021-08-23,4.880,0.582,4.299,19
Nigg,2021-08-23,5.434,0.674,4.971,55
Paisley - Blackhall,2021-08-23,5.348,0.717,4.812,19
Paisley - Brediland,2021-08-23,3.976,0.175,3.830,16
Peebles,2021-08-23,4.510,0.129,4.428,34
Penicuik,2021-08-23,5.733,0.634,5.267,21
Peterhead,2021-08-23,4.282,-0.073,4.327,29
Philipshill,2021-08-23,5.951,1.296,5.175,52
Sanquhar,2021-08-23,4.638,0.030,4.616,13
Seafield,2021-08-23,5.330,0.539,5.024,48
Shieldhall,2021-08-23,5.532,0.639,5.158,60
Shieldhall - Barrhead,2021-08-23,5.624,0.706,5.137,19
Shieldhall - Gorbals,2021-08-23,5.480,1.540,4.755,19
Shieldhall - Pollockshields West,2021-08-23,5.930,3.078,4.437,10
Skellyton,2021-08-23,5.715,0.366,5.425,21
St Andrews - University (2979),2021-08-23,4.612,,4.308,3
St Andrews - University (4964),2021-08-23,4.195,,3.279,2
Stevenston,2021-08-23,5.186,0.729,4.825,28
Stevenston - Stevenston East,2021-08-23,5.257,1.099,4.260,17
Stevenston - Stevenston West,2021-08-23,5.895,1.619,4.701,18
Stirling,2021-08-23,5.028,1.106,4.363,41
Stirling - University,2021-08-23,3.913,,3.319,3
Stornoway,2021-08-23,4.928,1.317,4.128,12
Troqueer,2021-08-23,5.171,0.344,4.921,37
Turriff,2021-08-23,4.389,1.652,3.607,11
Winchburgh,2021-08-23,5.132,0.024,5.112,28
Allanfearn,2021-08-30,5.747,0.902,5.060,55
Allers,2021-08-30,5.983,1.283,5.114,29
Alloa,2021-08-30,5.651,0.961,5.246,34
Alva,2021-08-30,5.390,1.072,4.710,23
Annan,2021-08-30,5.282,0.102,5.193,35
Ardoch,2021-08-30,4.233,-0.453,4.507,23
Armadale,2021-08-30,5.879,0.741,5.381,30
Aviemore,2021-08-30,5.391,0.284,5.132,10
Banchory,2021-08-30,5.146,0.728,4.564,17
Banff,2021-08-30,6.035,1.156,4.893,17
Bathgate,2021-08-30,5.298,0.347,5.039,30
Blackburn,2021-08-30,5.866,2.032,4.876,32
Blackridge,2021-08-30,5.189,-0.113,5.290,31
Blackwood,2021-08-30,5.746,0.397,5.386,24
Blairgowrie,2021-08-30,5.193,0.358,4.954,23
Boness,2021-08-30,5.510,0.802,4.850,24
Bonnybridge,2021-08-30,5.234,0.285,5.067,25
Bothwellbank,2021-08-30,5.956,1.753,4.939,28
Bowhouse,2021-08-30,5.671,1.028,4.797,21
Buckie,2021-08-30,4.401,-1.069,4.860,8
Carbarns,2021-08-30,5.811,0.706,5.359,52
Coldstream,2021-08-30,5.806,0.762,5.088,21
Cumnock,2021-08-30,5.406,0.502,5.019,22
Cupar,2021-08-30,5.082,0.245,4.882,24
Dalbeattie,2021-08-30,5.499,0.475,5.080,27
Daldowie,2021-08-30,5.293,0.396,5.088,31
Dalmarnock,2021-08-30,5.916,1.254,5.297,23
Dalmuir,2021-08-30,5.818,1.065,5.229,53
Dalmuir - Auchinairn (6298),2021-08-30,5.684,0.738,4.925,19
Dalmuir - Auchinairn (6330),2021-08-30,5.524,0.659,5.053,19
Denny,2021-08-30,3.778,-1.897,4.796,24
Dunbar,2021-08-30,5.546,0.644,5.026,18
Dunblane,2021-08-30,5.212,0.391,4.884,20
Dunfermline,2021-08-30,5.679,0.464,5.309,53
Dunnswood,2021-08-30,5.945,1.735,4.757,22
Duns,2021-08-30,4.608,0.796,4.057,20
East Calder,2021-08-30,5.476,0.962,5.003,34
Ellon,2021-08-30,5.421,0.974,4.665,15
Eyemouth,2021-08-30,5.344,2.333,3.618,10
Fairlie,2021-08-30,4.160,0.810,3.749,21
Falkirk,2021-08-30,5.510,1.157,4.826,47
Fauldhouse,2021-08-30,6.072,1.043,5.271,31
Forfar,2021-08-30,5.084,0.712,4.596,23
Forres,2021-08-30,4.542,-0.009,4.548,14
Fort William,2021-08-30,5.115,7.212,3.949,37
Fraserburgh,2021-08-30,5.714,0.861,5.072,27
Galashiels,2021-08-30,5.295,0.203,5.119,38
Guardbridge,2021-08-30,5.294,1.328,4.364,18
Hamilton,2021-08-30,6.013,0.957,5.468,49
Hatton,2021-08-30,5.719,1.138,5.044,51
Hatton - Fintry North,2021-08-30,5.509,0.525,5.144,16
Hatton - Fintry West,2021-08-30,5.344,0.884,4.507,17
Hawick,2021-08-30,5.092,0.432,4.719,44
Huntly,2021-08-30,5.404,1.288,4.485,12
Inverclyde,2021-08-30,5.356,0.891,4.871,36
Inverclyde - Gourock,2021-08-30,5.212,0.176,5.137,19
Inverurie,2021-08-30,5.756,1.501,4.653,15
Ironmill Bay,2021-08-30,4.889,0.684,4.458,26
Kelso,2021-08-30,4.679,0.743,4.083,12
Kirkcaldy,2021-08-30,5.659,1.217,5.119,28
Kirkwall,2021-08-30,4.349,0.009,4.341,32
Lanark,2021-08-30,5.371,0.866,4.841,26
Largs,2021-08-30,4.562,0.644,4.191,20
Lerwick,2021-08-30,3.461,-0.136,3.598,23
Lesmahagow,2021-08-30,5.706,1.433,4.529,21
Linlithgow,2021-08-30,5.207,0.598,4.755,33
Loch Ryan,2021-08-30,5.340,1.262,4.465,12
Lockerbie,2021-08-30,5.308,0.300,5.014,35
Lossiemouth,2021-08-30,5.472,1.335,4.768,28
Mauldslie,2021-08-30,5.973,1.531,5.141,28
Maybole,2021-08-30,5.614,1.738,4.250,18
Meadowhead,2021-08-30,5.869,1.352,5.172,49
Meadowhead - Kilmarnock HMP,2021-08-30,4.979,1.413,4.070,15
Nairn,2021-08-30,4.923,0.195,4.755,34
Neilston,2021-08-30,5.781,1.249,4.821,21
New Cumnock,2021-08-30,4.930,0.168,4.823,24
Newburgh,2021-08-30,5.196,0.893,4.445,22
Newport & Tayport,2021-08-30,5.637,1.542,4.467,23
Newtown St Boswell,2021-08-30,4.771,0.241,4.528,20
Nigg,2021-08-30,5.653,0.707,5.153,56
Paisley,2021-08-30,5.929,1.541,5.053,26
Paisley - Blackhall,2021-08-30,5.798,1.040,5.023,20
Paisley - Brediland,2021-08-30,4.051,0.202,3.887,17
Peebles,2021-08-30,4.863,0.629,4.460,35
Penicuik,2021-08-30,5.835,0.506,5.451,22
Perth,2021-08-30,5.586,1.144,4.963,24
Peterhead,2021-08-30,4.981,1.085,4.309,30
Philipshill,2021-08-30,5.943,0.730,5.469,53
Sanquhar,2021-08-30,5.997,1.928,4.625,14
Seafield,2021-08-30,5.471,0.565,5.145,49
Seafield - Cockenzie,2021-08-30,5.086,0.130,4.989,12
Selkirk,2021-08-30,4.872,1.119,4.081,7
Shieldhall,2021-08-30,5.725,0.697,5.305,61
Shieldhall - Barrhead,2021-08-30,5.708,0.530,5.329,20
Shieldhall - Gorbals,2021-08-30,4.826,-0.325,4.987,20
Shieldhall - Pollockshields West,2021-08-30,6.046,2.265,4.675,11
Shotts,2021-08-30,5.207,0.054,5.176,27
Skellyton,2021-08-30,5.957,0.518,5.539,22
Springfield,2021-08-30,5.709,1.163,4.752,25
St Andrews,2021-08-30,5.165,0.540,4.841,24
St Andrews - University (2979),2021-08-30,4.320,,4.428,4
St Andrews - University (4964),2021-08-30,4.282,,3.639,3
Stevenston,2021-08-30,5.065,0.187,4.967,29
Stevenston - Stevenston East,2021-08-30,4.975,0.354,4.652,18
Stirling,2021-08-30,4.259,-0.576,4.625,42
Stirling - University,2021-08-30,4.334,,3.553,4
Stonehouse,2021-08-30,5.625,1.890,4.470,25
Stornoway,2021-08-30,4.110,-0.472,4.427,13
Strathaven,2021-08-30,5.612,2.499,4.343,23
Swinstie,2021-08-30,6.133,2.021,4.935,22
Tillicoultry,2021-08-30,5.619,0.631,5.097,23
Troqueer,2021-08-30,5.365,0.463,5.019,38
Turriff,2021-08-30,5.945,4.147,3.840,12
Whitburn,2021-08-30,5.680,0.789,5.076,32
Winchburgh,2021-08-30,3.678,-1.756,5.120,29
Allanfearn,2021-09-06,5.742,0.507,5.330,56
Allers,2021-09-06,6.034,0.795,5.447,30
Alloa,2021-09-06,5.786,0.824,5.405,35
Alva,2021-09-06,5.732,1.127,4.978,24
Annan,2021-09-06,5.953,0.817,5.228,36
Armadale,2021-09-06,6.043,0.652,5.577,31
Aviemore,2021-09-06,5.210,-0.027,5.234,11
Banchory,2021-09-06,5.790,1.192,4.793,18
Banff,2021-09-06,5.936,0.538,5.342,18
Bathgate,2021-09-06,5.312,0.227,5.141,31
Blackburn,2021-09-06,5.546,0.766,5.115,33
Blackridge,2021-09-06,5.643,0.446,5.250,32
Boness,2021-09-06,5.794,0.793,5.109,25
Bonnybridge,2021-09-06,5.685,0.923,5.132,26
Bothwellbank,2021-09-06,6.114,1.335,5.225,29
Bowhouse,2021-09-06,5.613,0.504,5.141,22
Buckie,2021-09-06,4.998,0.756,4.680,9
Carbarns,2021-09-06,6.525,1.487,5.537,53
Coldstream,2021-09-06,5.430,0.060,5.370,22
Cumnock,2021-09-06,5.156,-0.019,5.171,23
Cupar,2021-09-06,5.456,0.591,4.961,25
Dalmarnock,2021-09-06,5.894,0.656,5.540,24
Dalmuir,2021-09-06,6.161,1.180,5.461,54
Dalmuir - Auchinairn (6298),2021-09-06,4.745,-0.431,5.224,20
Dalmuir - Auchinairn (6330),2021-09-06,5.185,-0.072,5.239,20
Denny,2021-09-06,3.775,-1.396,4.532,25
Dunblane,2021-09-06,5.240,0.269,5.013,21
Dunfermline,2021-09-06,6.288,1.020,5.455,54
Dunnswood,2021-09-06,6.260,1.577,5.094,23
Duns,2021-09-06,4.325,0.071,4.274,21
East Calder,2021-09-06,5.695,0.990,5.189,35
Ellon,2021-09-06,5.662,0.826,4.963,16
Eyemouth,2021-09-06,4.232,0.278,3.981,11
Fairlie,2021-09-06,4.287,0.714,3.911,22
Falkirk,2021-09-06,5.510,0.660,5.095,48
Fauldhouse,2021-09-06,5.842,0.310,5.586,32
Forfar,2021-09-06,5.504,1.026,4.788,24
Fort William,2021-09-06,5.881,11.454,4.029,38
Fraserburgh,2021-09-06,5.545,0.284,5.325,28
Galashiels,2021-09-06,4.976,-0.238,5.188,39
Girvan,2021-09-06,5.565,1.855,4.239,15
Guardbridge,2021-09-06,5.413,0.886,4.709,19
Hamilton,2021-09-06,6.393,1.158,5.682,50
Hatton,2021-09-06,5.535,0.357,5.310,52
Hatton - Fintry East,2021-09-06,6.145,1.926,4.445,17
Hatton - Fintry North,2021-09-06,6.213,1.351,5.288,17
Hawick,2021-09-06,4.454,-0.473,4.866,45
Helensburgh,2021-09-06,5.990,4.099,3.762,43
Huntly,2021-09-06,4.548,-0.372,4.836,13
Inverclyde,2021-09-06,5.585,0.911,5.062,37
Inverclyde - Gourock,2021-09-06,5.069,-0.234,5.167,20
Inverurie,2021-09-06,5.899,1.080,5.015,16
Ironmill Bay,2021-09-06,5.170,0.852,4.627,27
Kelso,2021-09-06,5.006,0.827,4.317,13
Kirkcaldy,2021-09-06,6.069,1.536,5.332,29
Kirkwall,2021-09-06,4.869,0.637,4.344,33
Lanark,2021-09-06,5.899,1.339,5.050,27
Langholm,2021-09-06,6.214,3.904,4.446,8
Largs,2021-09-06,5.012,1.168,4.337,21
Lerwick,2021-09-06,4.129,0.599,3.544,24
Lesmahagow,2021-09-06,5.104,0.200,4.933,22
Linlithgow,2021-09-06,5.615,0.879,4.933,34
Loch Ryan,2021-09-06,5.141,0.432,4.806,13
Lockerbie,2021-09-06,5.694,0.558,5.129,36
Lossiemouth,2021-09-06,5.131,0.175,5.027,29
Maybole,2021-09-06,5.587,1.082,4.636,19
Meadowhead,2021-09-06,5.612,0.324,5.425,50
Meadowhead - Kilmarnock HMP,2021-09-06,5.474,1.624,4.386,16
Nairn,2021-09-06,4.710,-0.128,4.821,35
Neilston,2021-09-06,5.321,0.143,5.198,22
New Cumnock,2021-09-06,5.541,1.068,4.865,25
Newburgh,2021-09-06,5.022,0.314,4.741,23
Newport & Tayport,2021-09-06,6.226,1.677,4.840,24
Newtown St Boswell,2021-09-06,4.472,-0.150,4.623,21
Nigg,2021-09-06,6.014,0.899,5.350,57
Paisley,2021-09-06,5.714,0.603,5.333,27
Paisley - Blackhall,2021-09-06,5.523,0.254,5.328,21
Paisley - Brediland,2021-09-06,3.377,-0.733,3.952,18
Peebles,2021-09-06,4.454,-0.247,4.619,36
Perth,2021-09-06,5.449,0.400,5.208,25
Peterhead,2021-09-06,4.836,0.390,4.573,31
Philipshill,2021-09-06,5.743,0.127,5.656,54
Sanquhar,2021-09-06,5.737,0.954,4.975,15
Seafield,2021-09-06,5.605,0.559,5.273,50
Selkirk,2021-09-06,5.092,0.912,4.392,8
Shieldhall,2021-09-06,5.700,0.363,5.471,62
Shieldhall - Barrhead,2021-09-06,5.358,-0.163,5.478,21
Shieldhall - Gorbals,2021-09-06,5.071,0.306,4.924,21
Shieldhall - Pollockshields West,2021-09-06,5.219,0.358,4.973,12
Springfield,2021-09-06,6.088,1.061,5.128,26
St Andrews,2021-09-06,5.664,1.125,4.969,25
St Andrews - University (2979),2021-09-06,4.331,,4.385,5
St Andrews - University (4964),2021-09-06,4.236,,3.892,4
Stevenston,2021-09-06,4.970,-0.067,5.006,30
Stevenston - Stevenston East,2021-09-06,4.070,-0.789,4.779,19
Stevenston - Stevenston West,2021-09-06,5.554,0.603,5.063,19
Stirling,2021-09-06,4.918,0.701,4.481,43
Stirling - University,2021-09-06,5.538,,3.860,5
Stonehouse,2021-09-06,5.627,1.227,4.770,26
Stornoway,2021-09-06,3.981,-0.497,4.302,14
Tillicoultry,2021-09-06,6.077,0.893,5.302,24
Troqueer,2021-09-06,5.595,0.567,5.155,39
Turriff,2021-09-06,5.769,3.307,4.090,13
Whitburn,2021-09-06,6.204,1.124,5.314,33
Winchburgh,2021-09-06,3.369,-1.665,4.716,30
Allanfearn,2021-09-13,5.497,0.006,5.492,57
Allers,2021-09-13,5.477,-0.253,5.678,31
Alloa,2021-09-13,5.291,-0.523,5.555,36
Alva,2021-09-13,5.325,0.069,5.274,25
Annan,2021-09-13,5.637,0.130,5.513,37
Armadale,2021-09-13,5.752,-0.011,5.760,32
Banchory,2021-09-13,4.942,-0.263,5.185,19
Banff,2021-09-13,5.434,-0.121,5.576,19
Bathgate,2021-09-13,5.369,0.211,5.208,32
Blackridge,2021-09-13,6.048,0.723,5.405,33
Blackwood,2021-09-13,4.969,-0.606,5.528,25
Blairgowrie,2021-09-13,5.173,0.185,5.048,24
Boness,2021-09-13,4.630,-0.816,5.379,26
Bonnybridge,2021-09-13,5.459,0.171,5.350,27
Bothwellbank,2021-09-13,5.818,0.357,5.552,30
Bowhouse,2021-09-13,5.498,0.172,5.326,23
Buckie,2021-09-13,4.941,0.334,4.805,10
Carbarns,2021-09-13,5.867,0.004,5.864,54
Coldstream,2021-09-13,4.881,-0.510,5.394,23
Cumnock,2021-09-13,5.650,0.612,5.165,24
Cupar,2021-09-13,5.114,-0.047,5.155,26
Dalbeattie,2021-09-13,4.867,-0.407,5.245,28
Daldowie,2021-09-13,5.599,0.824,5.169,32
Dalmarnock,2021-09-13,5.377,-0.526,5.679,25
Dalmuir,2021-09-13,5.282,-0.691,5.736,55
Dalmuir - Auchinairn (6298),2021-09-13,5.037,0.002,5.035,21
Dalmuir - Auchinairn (6330),2021-09-13,5.936,0.975,5.218,21
Denny,2021-09-13,4.435,0.311,4.266,26
Dunbar,2021-09-13,5.167,-0.076,5.231,19
Dunblane,2021-09-13,5.288,0.219,5.102,22
Dunfermline,2021-09-13,5.673,-0.125,5.783,55
Dunnswood,2021-09-13,5.348,-0.135,5.457,24
Duns,2021-09-13,4.816,0.722,4.294,22
East Calder,2021-09-13,5.526,0.254,5.388,36
Eyemouth,2021-09-13,4.790,0.812,4.080,12
Fairlie,2021-09-13,4.926,1.576,4.059,23
Falkirk,2021-09-13,5.266,0.012,5.258,49
Fauldhouse,2021-09-13,5.589,-0.115,5.687,33
Forfar,2021-09-13,5.375,0.414,5.070,25
Forres,2021-09-13,4.188,-0.504,4.545,15
Fort William,2021-09-13,5.090,6.073,4.108,39
Fraserburgh,2021-09-13,5.372,-0.051,5.412,29
Galashiels,2021-09-13,4.467,-0.708,5.105,40
Girvan,2021-09-13,5.531,1.127,4.591,16
Guardbridge,2021-09-13,5.032,0.052,4.986,20
Hamilton,2021-09-13,5.892,-0.102,5.962,51
Hatton,2021-09-13,5.529,0.200,5.398,53
Hatton - Fintry East,2021-09-13,6.154,1.312,4.879,18
Hawick,2021-09-13,4.573,-0.154,4.704,46
Helensburgh,2021-09-13,4.867,1.541,4.029,44
Inverclyde,2021-09-13,5.253,-0.023,5.268,38
Inverclyde - Gourock,2021-09-13,5.189,0.149,5.128,21
Inverurie,2021-09-13,5.340,-0.026,5.363,17
Ironmill Bay,2021-09-13,4.635,-0.313,4.841,28
Kelso,2021-09-13,4.650,0.070,4.588,14
Kirkcaldy,2021-09-13,5.493,-0.136,5.568,30
Langholm,2021-09-13,5.667,2.205,4.669,9
Largs,2021-09-13,5.060,0.756,4.602,22
Lerwick,2021-09-13,4.622,0.873,3.774,25
Lesmahagow,2021-09-13,5.188,0.220,5.000,23
Linlithgow,2021-09-13,5.638,0.532,5.201,35
Loch Ryan,2021-09-13,4.896,-0.052,4.938,14
Lockerbie,2021-09-13,5.442,0.085,5.352,37
Lossiemouth,2021-09-13,5.295,0.370,5.068,30
Maybole,2021-09-13,5.751,0.785,5.010,20
Meadowhead,2021-09-13,5.782,0.472,5.499,51
Nairn,2021-09-13,5.076,0.347,4.778,36
Neilston,2021-09-13,5.282,0.040,5.247,23
New Cumnock,2021-09-13,5.473,0.514,5.131,26
Newburgh,2021-09-13,5.089,0.255,4.851,24
Newport & Tayport,2021-09-13,5.221,-0.027,5.246,25
Newtown St Boswell,2021-09-13,4.845,0.283,4.564,22
Nigg,2021-09-13,4.643,-1.224,5.611,58
Paisley,2021-09-13,5.378,-0.158,5.483,28
Paisley - Blackhall,2021-09-13,5.531,0.165,5.405,22
Paisley - Brediland,2021-09-13,4.202,0.618,3.725,19
Penicuik,2021-09-13,5.627,0.032,5.602,23
Perth,2021-09-13,5.541,0.376,5.303,26
Peterhead,2021-09-13,5.192,0.732,4.677,32
Philipshill,2021-09-13,5.417,-0.389,5.690,55
Sanquhar,2021-09-13,5.261,-0.017,5.275,16
Seafield,2021-09-13,5.552,0.242,5.404,51
Selkirk,2021-09-13,4.130,-0.653,4.668,9
Shieldhall,2021-09-13,5.452,-0.167,5.561,63
Shieldhall - Barrhead,2021-09-13,5.752,0.437,5.431,22
Shieldhall - Gorbals,2021-09-13,5.159,0.372,4.982,22
Shieldhall - Pollockshields West,2021-09-13,5.388,0.478,5.070,13
Shotts,2021-09-13,5.754,0.996,5.188,28
Skellyton,2021-09-13,5.356,-0.415,5.704,23
Springfield,2021-09-13,5.360,-0.146,5.506,27
St Andrews,2021-09-13,5.106,-0.202,5.242,26
St Andrews - University (4964),2021-09-13,5.146,,4.027,5
Stevenston,2021-09-13,4.924,-0.124,4.991,31
Stirling,2021-09-13,4.891,0.372,4.653,44
Stonehouse,2021-09-13,5.156,0.064,5.108,27
Swinstie,2021-09-13,5.478,0.367,5.227,23
Tillicoultry,2021-09-13,5.253,-0.379,5.607,25
Troqueer,2021-09-13,5.475,0.180,5.328,40
Whitburn,2021-09-13,5.619,-0.053,5.664,34
Winchburgh,2021-09-13,5.608,1.597,4.318,31
Allanfearn,2021-09-20,5.276,-0.252,5.494,58
Allers,2021-09-20,5.141,-0.575,5.599,32
Alloa,2021-09-20,4.875,-1.140,5.451,37
Alva,2021-09-20,4.867,-0.578,5.294,26
Annan,2021-09-20,4.764,-0.813,5.562,38
Ardoch,2021-09-20,3.993,-0.679,4.399,24
Banff,2021-09-20,5.649,0.109,5.520,20
Blackburn,2021-09-20,4.973,-0.529,5.285,34
Blairgowrie,2021-09-20,5.444,0.511,5.097,25
Boness,2021-09-20,4.474,-0.678,5.084,27
Bothwellbank,2021-09-20,5.493,-0.209,5.657,31
Bowhouse,2021-09-20,4.738,-0.634,5.394,24
Carbarns,2021-09-20,5.514,-0.463,5.865,55
Cupar,2021-09-20,4.493,-0.724,5.139,27
Dalbeattie,2021-09-20,4.530,-0.612,5.096,29
Daldowie,2021-09-20,5.199,-0.257,5.338,33
Dalmarnock,2021-09-20,5.464,-0.170,5.560,26
Dalmuir,2021-09-20,5.420,-0.212,5.558,56
Dalmuir - Auchinairn (6298),2021-09-20,4.949,-0.080,5.036,22
Denny,2021-09-20,5.130,1.501,4.332,27
Dunblane,2021-09-20,5.176,0.001,5.175,23
Dunfermline,2021-09-20,5.257,-0.546,5.740,56
Dunnswood,2021-09-20,4.808,-0.753,5.414,25
Duns,2021-09-20,4.483,-0.021,4.499,23
East Calder,2021-09-20,5.331,-0.201,5.443,37
Ellon,2021-09-20,5.058,-0.195,5.238,17
Falkirk,2021-09-20,4.942,-0.481,5.262,50
Fauldhouse,2021-09-20,5.448,-0.234,5.648,34
Forfar,2021-09-20,4.737,-0.595,5.190,26
Fort William,2021-09-20,4.842,4.049,4.188,40
Fraserburgh,2021-09-20,5.409,0.017,5.396,30
Galashiels,2021-09-20,4.823,-0.035,4.854,41
Girvan,2021-09-20,4.769,-0.211,4.961,17
Guardbridge,2021-09-20,5.512,0.565,5.004,21
Hamilton,2021-09-20,5.528,-0.582,5.935,52
Hatton,2021-09-20,5.248,-0.305,5.450,54
Hawick,2021-09-20,4.347,-0.365,4.652,47
Helensburgh,2021-09-20,5.317,1.807,4.297,45
Inverclyde,2021-09-20,4.889,-0.597,5.262,39
Kelso,2021-09-20,4.500,-0.127,4.613,15
Kirkcaldy,2021-09-20,5.422,-0.210,5.538,31
Kirkwall,2021-09-20,4.302,-0.292,4.551,34
Langholm,2021-09-20,5.616,1.277,4.892,10
Largs,2021-09-20,4.907,0.197,4.783,23
Lerwick,2021-09-20,4.020,-0.088,4.108,26
Linlithgow,2021-09-20,5.510,0.159,5.373,36
Loch Ryan,2021-09-20,4.401,-0.646,4.921,15
Lockerbie,2021-09-20,4.925,-0.424,5.387,38
Lossiemouth,2021-09-20,4.840,-0.495,5.157,31
Maybole,2021-09-20,5.034,-0.267,5.302,21
Meadowhead,2021-09-20,5.367,-0.386,5.610,52
Newburgh,2021-09-20,4.692,-0.264,4.945,25
Newport & Tayport,2021-09-20,4.968,-0.285,5.236,26
Nigg,2021-09-20,5.130,-0.130,5.231,59
Paisley,2021-09-20,5.253,-0.283,5.442,29
Paisley - Brediland,2021-09-20,2.919,-1.317,3.913,20
Peebles,2021-09-20,3.091,-2.208,4.554,37
Perth,2021-09-20,5.221,-0.264,5.397,27
Peterhead,2021-09-20,4.438,-0.584,4.880,33
Philipshill,2021-09-20,5.777,0.278,5.583,56
Seafield,2021-09-20,5.243,-0.349,5.462,52
Shieldhall,2021-09-20,5.460,-0.089,5.518,64
Shieldhall - Barrhead,2021-09-20,4.932,-0.829,5.557,23
Shieldhall - Gorbals,2021-09-20,5.011,-0.086,5.051,23
Shieldhall - Pollockshields West,2021-09-20,4.923,-0.416,5.195,14
Springfield,2021-09-20,4.720,-0.712,5.448,28
St Andrews,2021-09-20,5.293,0.155,5.189,27
St Andrews - University (2979),2021-09-20,3.970,,4.364,6
St Andrews - University (4964),2021-09-20,4.623,,4.283,6
Stevenston,2021-09-20,4.864,-0.186,4.965,32
Stevenston - Stevenston West,2021-09-20,4.780,-0.569,5.256,20
Stirling,2021-09-20,4.494,-0.388,4.747,45
Stirling - University,2021-09-20,5.129,,4.179,6
Stornoway,2021-09-20,4.298,0.196,4.176,15
Strathaven,2021-09-20,4.443,-0.251,4.593,24
Tillicoultry,2021-09-20,4.402,-1.140,5.468,26
Troqueer,2021-09-20,4.810,-0.687,5.386,41
Whitburn,2021-09-20,4.525,-1.303,5.646,35
Winchburgh,2021-09-20,5.470,0.889,4.715,32
Allanfearn,2021-09-27,4.987,-0.489,5.408,59
Allers,2021-09-27,4.888,-0.677,5.419,33
Alloa,2021-09-27,5.450,0.457,5.224,38
Alva,2021-09-27,5.292,0.227,5.126,27
Annan,2021-09-27,4.899,-0.363,5.248,39
Armadale,2021-09-27,5.247,-0.655,5.757,33
Banchory,2021-09-27,5.282,0.208,5.090,20
Bathgate,2021-09-27,4.950,-0.420,5.271,33
Blackburn,2021-09-27,3.640,-2.627,5.162,35
Boness,2021-09-27,4.545,-0.341,4.844,28
Bonnybridge,2021-09-27,5.468,0.115,5.393,28
Bowhouse,2021-09-27,5.124,-0.012,5.136,25
Carbarns,2021-09-27,5.590,-0.182,5.727,56
Coldstream,2021-09-27,4.714,-0.482,5.192,24
Cumnock,2021-09-27,4.978,-0.462,5.356,25
Cupar,2021-09-27,4.979,0.108,4.885,28
Dalbeattie,2021-09-27,5.177,0.335,4.873,30
Daldowie,2021-09-27,5.232,-0.095,5.283,34
Dalmarnock,2021-09-27,5.224,-0.525,5.522,27
Dalmuir,2021-09-27,5.259,-0.377,5.503,57
Denny,2021-09-27,4.812,0.401,4.594,28
Dunbar,2021-09-27,4.791,-0.503,5.206,20
Dunblane,2021-09-27,5.204,0.034,5.176,24
Dunfermline,2021-09-27,4.987,-0.647,5.550,57
Duns,2021-09-27,4.033,-0.607,4.493,24
East Calder,2021-09-27,5.614,0.387,5.399,38
Ellon,2021-09-27,4.666,-0.543,5.167,18
Fairlie,2021-09-27,3.640,-1.097,4.330,24
Falkirk,2021-09-27,5.199,0.097,5.136,51
Fauldhouse,2021-09-27,4.732,-0.981,5.569,35
Forres,2021-09-27,4.880,0.695,4.405,16
Fort William,2021-09-27,4.983,4.427,4.267,41
Fraserburgh,2021-09-27,5.214,-0.239,5.401,31
Galashiels,2021-09-27,4.491,-0.399,4.842,42
Girvan,2021-09-27,5.204,0.353,4.885,18
Guardbridge,2021-09-27,4.253,-0.999,5.204,22
Hamilton,2021-09-27,5.657,-0.170,5.774,53
Harthill,2021-09-27,4.100,-1.128,5.425,25
Hatton,2021-09-27,5.258,-0.171,5.370,55
Hawick,2021-09-27,5.118,0.718,4.532,48
Helensburgh,2021-09-27,5.320,1.206,4.574,46
Huntly,2021-09-27,5.430,0.944,4.723,14
Inverclyde,2021-09-27,5.154,0.063,5.115,40
Ironmill Bay,2021-09-27,4.627,-0.203,4.760,29
Kelso,2021-09-27,3.746,-0.940,4.568,16
Kirkcaldy,2021-09-27,5.310,-0.328,5.493,32
Kirkwall,2021-09-27,4.214,-0.284,4.453,35
Lerwick,2021-09-27,3.867,-0.211,4.074,27
Linlithgow,2021-09-27,5.377,-0.057,5.427,37
Lockerbie,2021-09-27,5.004,-0.186,5.205,39
Meadowhead,2021-09-27,5.317,-0.313,5.514,53
Meadowhead - Kilmarnock HMP,2021-09-27,6.712,2.708,4.716,17
Nairn,2021-09-27,4.220,-0.773,4.895,37
Neilston,2021-09-27,5.091,-0.187,5.260,24
Newburgh,2021-09-27,5.481,0.664,4.845,26
Newport & Tayport,2021-09-27,5.385,0.273,5.130,27
Newtown St Boswell,2021-09-27,5.635,0.968,4.674,23
Nigg,2021-09-27,5.366,0.230,5.191,60
Paisley,2021-09-27,4.758,-0.923,5.367,30
Peebles,2021-09-27,3.252,-1.461,4.228,38
Penicuik,2021-09-27,5.429,-0.231,5.612,24
Perth,2021-09-27,5.716,0.579,5.327,28
Peterhead,2021-09-27,5.020,0.419,4.706,34
Philipshill,2021-09-27,4.964,-0.978,5.659,57
Seafield,2021-09-27,5.258,-0.190,5.376,53
Seafield - Cockenzie,2021-09-27,4.652,-0.521,5.027,13
Selkirk,2021-09-27,4.589,0.170,4.456,10
Shieldhall,2021-09-27,5.151,-0.528,5.495,65
Shieldhall - Barrhead,2021-09-27,5.180,-0.178,5.311,24
Shieldhall - Gorbals,2021-09-27,4.947,-0.190,5.035,24
